text,label
 trying conversation seem extremely hostile keep cutting,neutral
 death laughable cunning little mystery know done mirror,happy
 annie going live im going make happy,happy
 going pay school,happy
 ten hour basically day worth minute pay forty dollar month,neutral
 maam testing patience understand,neutral
 thats point point there point coming turn around leave,happy
 augie remember first time came see four year ago right got married thought pregnant,happy
 enjoy party long like little quite idiotic schoolchildren garbage let savor delight moment,happy
 okay right mom sit want talk,happy
 yeah,happy
 wait wait wait want marry shouldnt like like question like would marry like want marry like demand,happy
 direct direct um taking right bank account correct,happy
 uh,neutral
 well woman duty allure man watch minute,neutral
 every day since,neutral
 okay knowyou know,happy
 pity didnt brandy might made little le disagreeable,neutral
 got believe dont stop believing,sad
 alright alright alright listen,happy
 cant help,sad
 nonsense bag venom behind fang snap snap,neutral
 really need done today see deadline almost cant come back,sad
 filled wrong form made fill wrong form,neutral
 really cared know,happy
 okay sir sorry tell happen uh uh really,happy
 always weak head,neutral
 business,neutral
 part small part agreement youre purchasing airline ticket there,happy
 uh yeah look set zero,happy
 mmhmm,neutral
 im going marry blue blood laughter,happy
 um want love much think youre sweetest course youre youre best friend,happy
 theyre evicting apartment,happy
 youre quite insufferable expect youre drunk,happy
 yeah,happy
 never forgive wait year sit wonder crazy thinking,neutral
 god kissed annie longhow long ive waiting kiss,neutral
 know business,happy
 okay great time day would like,happy
 funeral planned,neutral
 dont know like dont know like available anything,happy
 mean got got show rope cause ive never mean know way around already laughter,happy
 mean im gon na take bunch stuff see,happy
 okay fine ill go thanks lot youve really helpful,neutral
 tell go get brand new phone theyll hook service even give free three month,happy
 lock lock even probably didnt even lock,neutral
 well tip well,neutral
 hawaii,neutral
 want youre old enough know mind,happy
 uh lose baggage first place mean youre offering service paid much money ticket,happy
 almost married two year ago,neutral
 well mean never wrote say mean sure ambiguous,happy
 whats supposed mean,happy
 guy pretty close werent,neutral
 want see still always keep thinking time time never,happy
 four year ago right got married thought pregnant bottle champagne glass asked dance took shoe popped cork,happy
 dont,sad
 im going ask marry,happy
 kissed,neutral
 expect youre drunk,happy
 almost got married two year ago,neutral
 got hide hell matter kate,neutral
 dont guy access computer,sad
 elliot worm dont pop,sad
 yeah sheyeah thats type,happy
 yeah mine okay,happy
 point coming,neutral
 youd kid,neutral
 loan scholarship ive got lot scholarship yeah yeah im im half native american get scholarship yeah,happy
 youre lucky lucky lucky man,happy
 mean grateful,happy
 want youre old enough know mind,happy
 know fault,happy
 im really good im smart im trained education im talented,happy
 itll kind small know tiny know want know many people afford fly hawaii put,happy
 well really hasnt worked wonder,neutral
 mean mean,happy
 youre quite insufferable imagine youre drunk,happy
 think people kansa get plane reservation hotel reservation see uh forty minute away good pas,happy
 yeah moment beach highlight little life flopping around laying egg spawning mating something like,happy
 talking transfer filled new one,neutral
 dont know tell babe maybe maybe youre right maybe go someplace else dont know maybe meant mean want toi dont want give mean dont want move away time dont like seeing like,happy
 excuse,neutral
 im testing patience,happy
 paid flight bag checked atits service airline provides u really really risk taken im sorry there really nothing else wantdo want reimbursement,happy
 want youre old enough know mind,happy
 youll get money back,happy
 heaven sake fish,neutral
 im sorry,happy
 youre good know know better know cause im work every day,happy
 like like kid,happy
 buy one thing ebay dont know might,happy
 yeah,happy
 oh mean really sport youre saying,happy
 dont realize stuff ive got really need get suitcase okay,happy
 im sorry sir there lot people waiting wont move way im going call security,happy
 didnt let know,happy
 like youre,happy
 thank dear applies except catch much looking another woman ill kill,neutral
 hawaii honeymoon uh,neutral
 right right mom listen,happy
 awe,neutral
 always think know know little kid think something gon na happen like better older know,happy
 im least drunk,happy
 plan make garbage,neutral
 like larrys brother like chris chris,happy
 yeah got whole communal shower thing really appealing,happy
 want youre old enough know mind,happy
 uh well yeah think justyou know whenever best available guess know,happy
 well cause cant get job okay,happy
 well doesnt make sense though like harvard degree able,happy
 think mentioned three minute liquor glass brandy whole evening long child two couldnt get drunk,happy
 understand,neutral
 well thats unfortunate sir youre gon na go stand line,happy
 thank dear applies except catch much looking another woman ill kill,neutral
 yeah ill write every day cause youre thing thats going mind,happy
 think youre better dont car,neutral
 well needi need able cause cant anything,neutral
 breathing brian,happy
 youve got lot oh awesome,sad
 yeah,happy
 likethey many like prestigious like school top ten like department within know mean,happy
 youre testing goddamn patience,happy
 chris,neutral
 said couldnt lock,neutral
 thats unfortunate,happy
 yes mean cared u great,happy
 oh man,sad
 yeah theyre going sort memorial service something,happy
 let superficial pity poor philosopher hmmm let blow trumpet squeaker party much like quite idiotic school child,happy
 best,neutral
 dont mind see paint bright green dance naked place vendome rush madly men world shant say word long love best,happy
 set zero okay maybe thats problem could well problem somehow youve lost ip address im sure would happen every week could cycling issue something like let go ahead type ip address,happy
 didnt,neutral
 promise youre going take lot picture,happy
 pas little fish swim onto beach flop around swim away die,happy
 trouble god damn news paper every month boy come back missing longer larry,neutral
 dont know mean kinda like idea something outside butlikeis yeah,happy
 excuse,neutral
 make amends losing bag stuff fifty dollar unacceptable,neutral
 oh,sad
 right,happy
 im sick talking,happy
 im gon na ask marry,happy
 like,happy
 alright ill go ahead,happy
 mean cantwere complete family without,neutral
 least drunk,neutral
 yes yes exactly,neutral
 ohoh gift youreyoure helping,sad
 breathing,happy
 doesnt work way maam,neutral
 well,neutral
 every phoneevery single phone company,neutral
 god oh,sad
 living near campus going school,happy
 sir know work checking,happy
 alright alright calm okay calm wait wait mean,happy
 yeah laughter,happy
 know asked annie right,happy
 oh dear really becoming quite insufferable would imagine youre drunk,happy
 line,neutral
 getting defensive,happy
 yeah moment beach highlight little life flopping laying egg youspawning mating mean,happy
 oh like paris eiffel tower,neutral
 youve always weak head,neutral
 love softball played softball time,happy
 thought pregnant bottle champagne glass asked dance kicked shoe popped cork,neutral
 yeah really unfortunate know im going get fired dont get need back,happy
 thats point,happy
 honey year back,neutral
 ive trying work backwards cant seem pinpoint moment took turn worse fine phone call marge dinner okay dish problem,neutral
 entire time youre fighting sir couldve finished form already half way get,happy
 think talking nonsense,neutral
 uhha mean usually site pretty well protected sometimes mean information get,happy
 sting dont care understand dont care bark roll like hoop,neutral
 fault cause cause always told instead didnt take advice sort like telling,happy
 exactly know like many plan going,happy
 yeah thank pleasant day,happy
 struck,neutral
 laughter asking date,neutral
 like know guess excited right well get continue together,happy
 well didnt seem wonder,neutral
 youre giving dollar back,happy
 would make say doesnt seem indicator anythings going get better,happy
 remember first time came see grunion four year ago right got married thought pregnant bottle champagne glass asked dance took shoe dancing said intimate thing right ear could feel much hear,happy
 like like brother know,happy
 im testing patience,happy
 ok youre right youre holding people line standing letting,happy
 yeah go,happy
 hmm snap snap snap like little adder,happy
 help plan,sad
 yeah dont know sometimes wish didnt know wouldnt,happy
 long take,neutral
 obviously maam,neutral
 kissed,neutral
 bridesmaid arent wearing brown im wearing brown,happy
 work,neutral
 slightest bit drunk,neutral
 sir,neutral
 totally sport talking,neutral
 well thats business chris,happy
 ive ready long long time,happy
 right,happy
 oh god proud,sad
 exactly mooching like college experience wouldve saved disaster thank thank much,happy
 didnt,neutral
 let see took shower watching news said hey hey grunions running tonight said great let go feel lucky tonight,happy
 okay,happy
 knowyou know asked annie right,happy
 thought pregnant opened bottle champagne glass asked dance kicked shoe popped cork,neutral
 im getting defensive im getting defensive asked question told,happy
 work fucking building day im sick okay,happy
 know want work give fifty dollar im,happy
 laughter thats say,happy
 oh totally yeah,neutral
 pas little fish swim onto beach flop around swim away die,happy
 thats point toono thats point point whats point come turn around leave,happy
 well want make sure father isnt going,happy
 alright ill go ahead,happy
 gift,neutral
 waiting chris mean till never wrote say,happy
 dont want contract okay dont want contract,neutral
 mmm hmmm mmm hmmm power outage everything hurricane katrina everythings really messed,happy
 last month yeah,happy
 right,happy
 funny dont know im going,happy
 cant believe im happy exactly wanted dream come true,happy
 mentioned three minute liquor glass brandy whole evening long child two couldnt get drunk,happy
 cant sigh,sad
 strict system need wait right line right thing line registration,happy
 right ill go ahead,happy
 snap oh snap snap snap like little adder,neutral
 sorry maam,neutral
 didnt say,neutral
 cause youre obviously talking youre yelling berating telling cant fill form right,happy
 like larrys brother like chris,happy
 give meim going talk supervisor give supervisor want talk supervisor right,happy
 taking late fee account,neutral
 said two year,neutral
 well ill flip flop thats problem,happy
 good,happy
 oh everyone long run,sad
 would like im advising write problem youyou feel thatyou know havent addressed fax u,happy
 ill go ahead,neutral
 cause started write,neutral
 whose daughter,neutral
 mean dont want see,neutral
 supposed read letter,neutral
 ill never forgive wait year mean sit wonder crazy thinking,happy
 something like happens know,happy
 always always,neutral
 crap know dont even know im state screw california im,happy
 many people died,neutral
 matter fact thats perfectly true,happy
 going come stay dorm sometime,happy
 yeah day,happy
 look youre shaking,happy
 think youre talking nonsense,happy
 business,neutral
 oh gosh believe youre getting married cool,happy
 let go,neutral
 yeah know youd think would able ceo company right,happy
 know airline held responsible every bag luggage come,happy
 understand,neutral
 finish one take,neutral
 oh thank dear applies except catch much looking another woman ill kill,sad
 week wont even know,happy
 always weak head,neutral
 well thats business chris,happy
 oh shes back work yeah,neutral
 oh maybe dont know ive many time think itswere going get married spain going get married,happy
 well thats said spur momentand go go,happy
 mean airline fault dont know happened misplaced something happened get,happy
 know youre riding bus,happy
 oh snap snap snap like little adder,neutral
 know asked annie dont,neutral
 well mean dont know like know kind crush throughout high school like,happy
 ridiculous,neutral
 well kind awesome secret youll really enjoy really great im glad,happy
 back something something,happy
 oh cool,sad
 started write,neutral
 give kiss annie give,neutral
 well want make sure father isnt going,happy
 let let relax moment maam understand obviously going everything keep luggage,happy
 wonder hear talk,neutral
 well want make sure father isnt going,happy
 right great well open flight leaf nine fortunately uh time change actually go um backwards,happy
 garbage darling kiss body rot worm start popping eye socket,neutral
 uh huh mean know springitll,happy
 give kiss ann give,neutral
 breathing,happy
 cant finish sentence without jumping,sad
 marry man jane tarzan,neutral
 well know business,happy
 want two year could probably get,happy
 okay fine green,happy
 cause dont play regular baseball doesnt mean im like le like sport guy,happy
 know,happy
 sir,neutral
 maam please calm purchase ticket term agreement,neutral
 stupid,neutral
 mean like get dressed everything go job interview,happy
 lot,neutral
 felt something far back,happy
 im least bit drunk,happy
 well didnt dmv put needed birth certificate application,neutral
 oh annie gon na live im gon na make happy,happy
 adder dont snap sting,sad
 know,happy
 ridiculouswell supposed starve cant use phone cause,sad
 okay let get himoh guess supervisor,happy
 yeahill hang,happy
 well want youre old enough make know mind,happy
 darling come kiss body rot worm pop eye socket,neutral
 hell yeah pas,happy
 believe said already three minuet liquor glass brandy entire evening child two couldnt get drunk,happy
 know,happy
 um try certainly,neutral
 know know know know doesnt mean gon na,happy
 particularly,neutral
 ah everyone long run huh,neutral
 im sorry sir choice,happy
 well want make sure father isnt,neutral
 dont need need go thing time okay,happy
 many thing know,happy
 yeah,happy
 riding bus choice,neutral
 honey natural phenomenon mean kind thing happens year great opportunity,happy
 yeah okay right right listen um know asked annie right,happy
 know business,happy
 he rich enough maybe rent eiffel tower,neutral
 free contract okay,happy
 come indian like know im kind smart,happy
 adder dont snap sting,sad
 pas mean fish swim ocean flop around beach swim away die,happy
 remember awful scene venice,neutral
 except theyre going tell going tell right line stand time least,happy
 going going fifty going hundred fifty youre going write three understand three form youre going write three give,happy
 cool well want go,neutral
 ran sprinkler cemetery,neutral
 let superficial pity poor philosopher huh let blow trumpet squeaker enjoy party long know like small idiotic school child,happy
 imagine may already mentioned ive three minute liquor glass brandy whole evening long child two couldnt get drunk,happy
 understand sir explain situa,neutral
 remember awful scene venice,neutral
 isnt business,neutral
 every day since,neutral
 okay well thats good plan shower shoe two thumb,happy
 wonder hear talking know,happy
 thats bad,happy
 well idea dont know whats story,neutral
 cruising bruising much trouble,neutral
 take consideration rather giving hard time,happy
 yeah moment beach highlight little life mean flopping around laying egg spawning mating something like,happy
 baby need dad cant leave okay cant disappear,neutral
 dont know people dont tell bat gon na suck anyway know like whats point,happy
 well isnt business,neutral
 wrong,neutral
 know,happy
 yeah ill get like one little,happy
 adder dont snap sting,sad
 yes bag venom behind fang snap,neutral
 sir sir sir sir,neutral
 youre going send thank card problem going,happy
 loving everybody know,happy
 well got idea whats story,neutral
 saying im think great think incredibly proud especially youre going usc free free,happy
 he gone sure,neutral
 sort hard cause weather unpredictable like cold day hot know likebut um,happy
 felt something far back,happy
 babe love,happy
 always see people walking around like usc stuff,happy
 want mean youre old enough know mind,happy
 oh alright,neutral
 cant,sad
 well ill come back supposed mean youre willing wait come back,happy
 fifty dollar going cover job okay,happy
 see isnt business,neutral
 mean havent even talked phone past three month,happy
 exciting whats ring look like,happy
 oh isnt,sad
 course well go dinner later week,neutral
 name,neutral
 else dont choice understand cant come cant stay thats,sad
 really contract,neutral
 pas little fish one month beach flop around swim away die,happy
 know know maybe get know people like talking everything theyll get know theyll realize shouldve hired three year ago know theyll finally come around believe meitllyou got ta,happy
 didnt let know,happy
 brother,neutral
 doesnt seem fair,neutral
 nonsense little bag venom behind fang snap,neutral
 dont understand youve never gone del taco gotten service ive gotten dont understand,sad
 particular one,neutral
 im saying,happy
 oh god,sad
 choice,neutral
 maybe get vacation quiet,happy
 leaf hole,neutral
 bottle champagne glass ask dance took shoe dancing said intimate thing right ear could feel much hear,happy
 thanks,neutral
 maybe could start teaching dont know,neutral
 little little hard situation want know um issue another credit card,happy
 well idea go tell whats story,neutral
 though,neutral
 wait week people come go thing get money back didnt spend,happy
 blue,neutral
 go yeah go tell brent backersen sent,happy
 chris,neutral
 okay go ahead,happy
 know mean thats know im either like worst unlucky person planet mean doesnt,happy
 need tell really need get bag okay,happy
 hmm,neutral
 like youre,happy
 yeah might something want look mean,happy
 got hang ask parent help anybody,sad
 know,happy
 dont know thought know maybe could know dont know like know test water anyway dont see problem,happy
 im getting animal putting animal yard im putting jacket getting car garage,happy
 know,happy
 yeah little mattress ill put bed,happy
 whole year talking like couple month mean whole year,happy
 oh god kissed annie cant believe kissed annie long ive wanted,sad
 yes big bag venom behind fang snap,neutral
 im saying,happy
 see much peter burden divorce,neutral
 dont know dont,neutral
 im saying,happy
 youre always right,happy
 misplace lot eight piece luggage,neutral
 particular one,neutral
 dont know im going without,happy
 yea moment beach highlight little life mean flopping laying egg mating spotting something like,happy
 okay im trying work backwards im trying figure exact moment took turn worst,happy
 problem,neutral
 happening reset know going happen every week,happy
 thank,neutral
 hotlipsmack,neutral
 let drive somewhere want alone,neutral
 look keep believing okay,happy
 laughter,neutral
 cant leave daughter alone like,neutral
 please put form take picture let get license get hell please,happy
 yes,neutral
 yeah yeah um yeah pretty sweet huh go,happy
 think mentioned threeminute liqueur glass brandy entire evening long child two could drunk,neutral
 imim looking forward breathing man yeah think im going come little early mean ill give call well definitely,happy
 drunk,neutral
 maybe,neutral
 im saying,happy
 contrary child two could get violently drunk one glass brandy,happy
 like feel vibration sand move around,happy
 told line two,neutral
 oh god kissed annie kissed annie cant long waited,sad
 let pity poor philosopher huh let enjoy party long okay let blow trumpet squeaker sit like small idiotic school child laughter,happy
 exact right guy fully approve he wonderful guy great time drink thats awesome,happy
 im scared start mean put much time energy,happy
 mean hard buti know know,happy
 know doesnt bring back,happy
 question,neutral
 oh honey youre going miss christmas card shame going good nice picture,happy
 well yeah mean like take shower stuff,happy
 youd always ambiguous,neutral
 realtor business people calling time know dont land line cant afford land line,neutral
 one bought little painted wooden snake put bed,neutral
 yes,neutral
 big night guy life last orgy,neutral
 contrary child two could get violently drunk one glass brandy,happy
 yeah,happy
 well dont know didnt write whatd say,neutral
 ah sometimes infuriate know mean isnt business tell dad flipsfreaks mean talent ignoring thing,happy
 golly make like romantic inside like really want happen laughter,happy
 wish could give,neutral
 iwhen youre going dmv usually need pretty professional identification,happy
 save environment carpool,neutral
 well get want ceo,happy
 know know know know youre good youre good there much chance involved,happy
 sometimes infuriate know isnt business tell father throw fit talent ignoring thing,happy
 well want make sure father isnt,neutral
 big night guy life last orgy,neutral
 every day since,neutral
 perfect,neutral
 kissed,neutral
 gosh hate hate see go,sad
 right go ahead,happy
 cant let go cant let go ill call ill say something ill anything ill tell something different,neutral
 well got idea whats story,neutral
 okay fine green blue,happy
 cant help,sad
 thank dear applies except ever much catch looking another woman ill kill,neutral
 sometimes infuriate know isnt business tell dad throw fit talent ignoring thing,happy
 doesnt cant think like,neutral
 want ask marry,neutral
 baby dad alright daddy going back soon,happy
 sting,neutral
 paid time,happy
 mean dont want see,neutral
 amount,neutral
 big shiny dont know silver,neutral
 help right get academic scholarship uh,happy
 oh im excited,happy
 leaf hole plan together,happy
 know get one nowill like walk around like usc know mean,happy
 term condition agreement purchasing ticket people frequently look,neutral
 let drive place want alone,neutral
 im always right im,happy
 dancing said softest intimate thing right ear could feel much hear,happy
 like blue,happy
 really bizarre know know somebody really well,happy
 okay putting pet getting car garage,happy
 right weve already checked back baggage,happy
 elliott worm dont pop,sad
 know like,happy
 remember awful scene venice,neutral
 right well last time told line obviously true,happy
 elliot worm dont pop,sad
 well need find go back look bag go back go maybe ill find,neutral
 yay,neutral
 name brent caption,neutral
 sometimes infuriate know isnt business tell father throw fit,happy
 obviously trying lose luggage really believe trying lose luggage maam,neutral
 fault cause didnt told,neutral
 oh jesus,sad
 like larrys brother like chris,happy
 one bought little painted wooden snake piazza put bed,neutral
 oh annie gon na live im gon na make happy,happy
 fair mean thats know course life know meet people lose,happy
 honey naturalthis natural phenomenon mean happens year great opportunity think people kansa would get plane ticket hotel reservation come see forty minute away good pas,happy
 who charge president jet blue,neutral
 want best freaking camera phone though want really good kind,happy
 take care anything happens ask patience,happy
 dancing said softest intimate thing right ear could feel much hear,happy
 dont know know im going call lawyer know thats im going im going call lawyer get explain unacceptable option,happy
 yeah guess could,happy
 seems unfair way,neutral
 im like time mean dont im frustrated right right want,happy
 didnt let know,happy
 oh dear oh boofoowoo foofoo,sad
 sure,neutral
 sting,neutral
 yes quite lot,neutral
 dont stupid shut,sad
 snap,neutral
 let see took shower watched news said grunions running tonight said great let go feel lucky tonight,neutral
 know,happy
 feel way youre upset dont really think,sad
 wait mean,happy
 course im going wait dont like idea happening isnt last time going happen youre going go tour stuff cant,happy
 ill sleep bed cuddle,neutral
 youre saving environment mmhmm,happy
 oh isnt business,sad
 totally,neutral
 dancing said softest intimate thing right ear could feel much hear remember thinking last last im happy im supposed,happy
 well want make sure father isnt gon na,neutral
 right right sinceyeah since computer glitch thats cleared well im going go ahead try put computer reason notice statement day youve charged overdue fee call back well,happy
 mean thats youre youre righthand man,happy
 particularly,neutral
 wish,neutral
 im going toyeah theyd laugh face,happy
 excited mean moon landing talking fish fish nobody even eats,happy
 yes oh love,neutral
 well entire flight sir luggage placed another plane never actually left baltimore,happy
 snap,neutral
 let savor delight moment come kiss darling worm pop eye socket,neutral
 green blue maybe little light yellow,neutral
 oh going much fun,neutral
 dont care dont care understand dont care roll around bark like hoop,neutral
 im cold,happy
 im putting animal yard im pulling car garage putting jacket,happy
 chris mother,neutral
 oh contrary child two could get violently drunk one glass,neutral
 want ask marry,neutral
 he supposed best friend,neutral
 yeah exactly,happy
 like know shave leg everything,happy
 sting,neutral
 almost got married two year ago,neutral
 fine okay,happy
 im going ask marry,happy
 excited isnt moon landing talking fish fish nobody even eats,happy
 five hour flight youll arrive eleven clock morning day plenty time get hotelrest still nice afternoon first afternoon maui,happy
 im going ask marry,happy
 yes one le car time,happy
 dont,sad
 excuse everything,happy
 go back school know another three year get master,happy
 dont care understand dont care dont mind bark roll like hoop,neutral
 interesting child six child four child nine,neutral
 dont mind see could paint body green dance naked place vendome run every man world shant say word long know love best,happy
 dont care see could paint body bright green run naked place vendome run every man world shant say word long know love best,happy
 well thats business chris,happy
 chris mother,neutral
 good,happy
 oh dont think hmmmm,sad
 continue look paper,neutral
 particular one,neutral
 give kiss ann give,neutral
 going,happy
 suppose let kiss good deal yes suppose guy riotous time huh restraint well never really much anyhow,happy
 wow looking ucla,neutral
 oh charles name charles wriggle beautifully,sad
 waiting chris sure ambiguous know finally write,happy
 yeah,happy
 like youre,happy
 okay know dont feel like anymore um money back two hundred dollar right,happy
 thank dear applies except catch much looking another woman kill,neutral
 snap,neutral
 well sound like fault,happy
 well happen let give direct number call actually ill give cell number um,neutral
 youre right sir particular situation call operator explain whats going wont tell story,happy
 yeah thisthis moment beach like highlight little life flopping around laying egg spawning mating whatever,happy
 ahh yeah garbage,happy
 um actually dont know dont know oh really,sad
 oh interesting child four child six child nine,sad
 know know really need good guy,happy
 dont know told wrong im sorry,happy
 im saying,happy
 hell want kate,neutral
 thats awesome laughter marriage,happy
 ill never forgive wait long time ive sat around wondering crazy thinking,happy
 find sitter,neutral
 yeah moment beach highlight little life flopping around laying egg mating spawning something like,happy
 contrary child two could get violently drunk one glass brandy,happy
 want jacket,neutral
 breathing well sure yeah guess ill go buy dinner behave nothing rest entire vacation im supposed three week gon na without anything three week,happy
 mean like cant cant find go lost,happy
 dont care dont care understand dont care bark roll floor like hoop,neutral
 thats,happy
 yeah,happy
 wish something could,happy
 probably know,happy
 big shiny youre guy laughter,happy
 nothing like,happy
 yeah well mean basically applied every possible scholarship grant could come go,happy
 dont know dont,neutral
 know,happy
 oh really,sad
 remember last time came,happy
 mean think people kansa theyve got get like know plane ticket hotel reservation see forty minute away good opportunity pas,happy
 okay yes totally come visit,happy
 would work,neutral
 isnt business infuriate sometime know,happy
 oh charles name charles wiggle beautifully,sad
 dont think there anything,neutral
 okay know youll go life,happy
 mind,neutral
 yeah,happy
 one bought little painted wooden snake piazza put bed,neutral
 well congratulation get tohave,neutral
 infuriate sometimes know god,happy
 interesting thats fantastic,happy
 yeah yeah maybe well uh,happy
 spring nice though,neutral
 know official documentation,happy
 look youre shaking,happy
 said sure,neutral
 yeah birth certificatei mean carry around birth certificate nobody,happy
 yeah im excited laughter,happy
 breathing,happy
 kissed,neutral
 oh obviously know know something dont know never really think happening like hand,happy
 sit back,neutral
 cant raise baby,sad
 top line camera phone game boy anything want free palm pilot,happy
 yeah dont go ahead send,neutral
 little bit know cause ii guarantee youre going find something find something going huge youre going get money,happy
 know business,happy
 okay thank calling goodbye,happy
 yeah,happy
 laughter,neutral
 youve already checked check garbage,neutral
 free thats really mean care mean play softball time,happy
 know pity didnt brandy would made little le disagreeable,happy
 best people die bad people live make life shitty anyway,neutral
 oh really child three child six child nine,sad
 laughter,neutral
 didnt told,neutral
 ive walked away already im anymore,happy
 yeah dont knowlaughteri meani cant eventhe whole idea like livingspending whole life somebodythats crazy,happy
 always ambiguous,neutral
 mmhmm,neutral
 mean ii know youre good soldier everybody else,happy
 laughter yeah usually,happy
 youll like fan student know student laughter oh man thats awesome,happy
 something happens die like,happy
 big cemetery,neutral
 okay,happy
 yeah dont know laughter yeah anyway well wanted tell know cause youre one good friend youre kates one best friend,happy
 well thats business chris,happy
 oh contrary child two could get violently drunk one glass,neutral
 didnt,neutral
 mind business,neutral
 throw little little uh trim yellow maybe yellow flower,happy
 remember first year came like four year got married,happy
 oh,sad
 well thats nobody business chris,happy
 eleven let go home,neutral
 im really sorry maam there nota lot,happy
 want know take lot video picture see get back im im going miss,happy
 shes one,neutral
 nothing like,happy
 want make money need make money ive got pay bill owe people money owe lot people money need make money,neutral
 well thats business chris,happy
 oh thatll great cause could get new number would okay way dont worry happening,neutral
 whats wrong even letter something ashamed,happy
 like larrys brother like chris,happy
 uhoh,sad
 could happen year,neutral
 well explore going good time youre going fit well going awesome,happy
 ill tell im sick cant leave something,happy
 yeah go,happy
 yeah,happy
 im saying maybe take information produce,happy
 laughter,neutral
 yeah,happy
 fine phone call marge dinner okay dish fine,happy
 cant help,sad
 honey natural phenomenon happens year mean think people kansa would get hotel reservation plane ticket come see forty minute away good pas,happy
 sometimes sometimes talent ignoring thing,happy
 movie movie well go movie dinner,neutral
 oh shut,sad
 best give,neutral
 yeah,happy
 sure say sure say yesi dont like,neutral
 give kiss annie,neutral
 youll like,happy
 itll lot youre sitting give lip service id like go back least aggressive searching stuff,happy
 know dont take frustration know,neutral
 well want mean youre old enough know mind,happy
 kidding,neutral
 horrible thing hated,neutral
 well maybe call give money right,happy
 mean get togo thing mean yeah bothi dont knowits bad u,happy
 close thirty oof going tough,happy
 manager could speak,neutral
 ouch thats um oh wow,neutral
 want mean know youve got like hair mean dont know like,happy
 shut,neutral
 ignore got ignore girl larrys girl,neutral
 different number everything,happy
 got hide huh hell matter kate,neutral
 understand,neutral
 better sorry,neutral
 ive already looked thank much weve filled paperwork show send otherwise reimburse fifty dollar,happy
 there mystery magic,neutral
 something mean cant live wont work way,happy
 yeah huge redlands old city lot lot stone,happy
 yeah hang,happy
 let drive someplace want alone,neutral
 doesnt happen normal person,neutral
 might latter dont know youre worst mean youre great talented,happy
 started write,neutral
 thing happen life justtheres explanation know dont,happy
 could hide away,neutral
 comeyou come dmv something shouldve shouldve figured,happy
 kidding got dont want turn around go home whats point coming way,sad
 palm pilot,neutral
 well knew id know wouldnt,happy
 oh gosh told parent already everything,neutral
 see much peter burden divorce,neutral
 going take trip europe know,happy
 oh interesting child four child six child nine,sad
 big night guy life last orgy,neutral
 youre going call operator youre going call operator,happy
 youre misunderstanding youre going,happy
 yes know threw window grand canal dont think ill ever forgive,neutral
 student im student yes thank much,happy
 thats going tothatll reserved somebody else,happy
 thats cause always tell wrong thing thought time gon na right going opposite thing fault,happy
 charles name charles wriggle beautifully,neutral
 supposed go mean like,happy
 elliot worm dont pop,sad
 see much peter burden divorce,neutral
 uh im,happy
 manager,neutral
 could get good debate going dont think intemperate tot,happy
 know,happy
 oh come kiss darling body rot worm pop eye socket,sad
 yeah,happy
 know thats business,happy
 horrible thing hated,neutral
 well whats wrong even letter something ashamed,happy
 ignore got ignore girl larrys girl,neutral
 look remember first time came,happy
 isnt first time know mean alwayssending different place,happy
 going fire,happy
 theyd get splendid little debate know intemperate tot,happy
 wow would amazing really,neutral
 well try baby dont beg mean anything could would believe want,happy
 remember thinking know last last happy supposed,happy
 thought pregnant,neutral
 dont want know know cant worry youve got worry kid youve got take care kid okay take care kid right,happy
 going okay,happy
 remember thinking know lastat last happy supposed,happy
 weve got friend thats moved huh day care street,happy
 come know thats business,happy
 would shut,neutral
 go apartment shoperhunting,neutral
 give,neutral
 ignore got ta ignore girl larrys girl,neutral
 course course course yeah dont go disappear like everyone else get married never see thatll make mad dont want make mad know get get mad,happy
 really,neutral
 oh interesting child three child six child nine,sad
 yeah,happy
 okay uh im putting jacket putting animal getting car garage,happy
 beating around bush,neutral
 got like drive around busthat would suck,happy
 maam,neutral
 well youre helping god frustrating,neutral
 know business,happy
 cause little confused first said yes,neutral
 mother,neutral
 yes suppose going,happy
 ah augie,neutral
 remember awful scene venice,neutral
 know threw window grand canal dont think ill ever forgive,neutral
 wow ryan know hurting right dont think always feel like,happy
 ignore got ignore girl larrys girl,neutral
 well ive got idea whats story,neutral
 oh annie gon na live im going make happy,happy
 oh god annie kissed annie kissed annie,sad
 cant postpone,sad
 yeah make,happy
 shes larrys girl,neutral
 charger accessory want cover thats pink,happy
 thanks,neutral
 okay alright ill go ahead,happy
 course seriously yeah mean obviously youve worked know dont want hassle anymore,happy
 isnt business tell dad throw fit talent ignoring thing,happy
 yeah yeah,happy
 okay sound good um uh going get like five uh story cake right,happy
 yeah thats fine thats fine yeah mean doesnt make difference mean like going cost job anything,happy
 oh augie,sad
 got sixteen hundred sat,neutral
 well people back need firing would really appreciate,neutral
 excited mean moon landing talking fish fish nobody even eats,happy
 want talk supervisor,neutral
 laughter thanks yes thanks yes thatll cool,neutral
 going mean youre old enough make mind,happy
 uhh,neutral
 remember awful scene venice,neutral
 im frustrated,happy
 run away,neutral
 course told right away called right,happy
 dont want money want clothes,sad
 congrats usc thing,happy
 oh hey freshman slut thats gona need,happy
 felt something far back,happy
 way,neutral
 alright fish something none fish like swallow returning capistrano lemming throwing cliff,happy
 yes quite lot,neutral
